timestamp,open,high,low,close,x,y
2025-10-01 02:45:00,114324.66,114390.95,114272.15,114272.15,0,0
2025-10-01 03:00:00,114272.16,114434.01,114195.42,114434.00,0,0
2025-10-01 03:15:00,114434.01,114525.96,114340.22,114471.16,0,0
2025-10-01 03:30:00,114471.16,114530.48,114319.01,114319.02,0,0
2025-10-01 03:45:00,114319.01,114319.02,114096.58,114176.92,0,0
2025-10-01 04:00:00,114176.93,114439.80,114151.00,114336.86,0,0
2025-10-01 04:15:00,114336.86,114587.51,114336.86,114587.50,0,0
2025-10-01 04:30:00,114587.51,114700.00,114500.00,114550.94,0,0
2025-10-01 04:45:00,114550.94,114589.00,114262.00,114289.01,0,0
2025-10-01 05:00:00,114289.02,114740.00,114265.63,114606.03,0,0
2025-10-01 05:15:00,114606.03,114712.24,114524.90,114612.99,0,0
2025-10-01 05:30:00,114613.00,114631.79,114536.09,114569.24,0,0
2025-10-01 05:45:00,114569.25,114640.00,114518.00,114569.84,0,0
2025-10-01 06:00:00,114569.84,114581.31,114471.48,114558.77,0,0
2025-10-01 06:15:00,114558.78,114624.30,114307.69,114388.46,0,0
2025-10-01 06:30:00,114388.47,114540.01,114314.87,114512.88,0,0
2025-10-01 06:45:00,114512.89,114512.89,114224.88,114256.81,0,0
2025-10-01 07:00:00,114256.82,114434.52,114236.59,114360.06,0,0
2025-10-01 07:15:00,114360.05,114580.98,114360.05,114569.08,0,0
2025-10-01 07:30:00,114569.09,114584.35,114444.92,114537.35,0,0
2025-10-01 07:45:00,114537.35,114584.34,114491.57,114539.02,0,0
2025-10-01 08:00:00,114539.02,114595.52,114484.43,114577.85,0,0
2025-10-01 08:15:00,114577.85,115110.83,114560.00,115089.82,0,0
2025-10-01 08:30:00,115089.82,115700.00,115089.82,115635.37,0,0
2025-10-01 08:45:00,115635.37,116591.80,115490.60,116111.28,0,0
2025-10-01 09:00:00,116111.27,116370.00,115950.00,116240.31,0,0
2025-10-01 09:15:00,116240.31,116316.08,116129.84,116239.48,0,0
2025-10-01 09:30:00,116239.48,116529.93,116157.30,116386.01,0,0
2025-10-01 09:45:00,116386.00,116460.00,116329.00,116412.10,0,0
2025-10-01 10:00:00,116412.10,116551.00,116266.92,116266.92,0,0
2025-10-01 10:15:00,116266.91,116398.59,116240.63,116240.63,0,0
2025-10-01 10:30:00,116240.63,116339.91,116203.50,116275.33,0,0
2025-10-01 10:45:00,116275.33,116363.47,116224.68,116281.64,0,0
2025-10-01 11:00:00,116281.64,116429.01,116269.00,116375.99,0,0
2025-10-01 11:15:00,116376.00,116413.90,116324.00,116324.00,0,0
2025-10-01 11:30:00,116324.00,116600.00,116293.08,116575.39,0,0
2025-10-01 11:45:00,116575.38,116795.85,116498.18,116789.58,0,0
2025-10-01 12:00:00,116789.57,116875.00,116610.24,116669.38,0,0
2025-10-01 12:15:00,116669.38,116887.00,116620.02,116633.02,0,0
2025-10-01 12:30:00,116633.03,116652.01,116450.78,116453.18,0,0
2025-10-01 12:45:00,116453.18,116548.34,116363.38,116402.65,0,0
2025-10-01 13:00:00,116402.65,116558.63,116402.65,116534.48,0,0
2025-10-01 13:15:00,116534.47,116650.00,116531.21,116636.87,0,0
2025-10-01 13:30:00,116636.88,116734.95,116399.50,116513.96,0,0
2025-10-01 13:45:00,116513.96,116843.73,116418.68,116806.96,0,0
2025-10-01 14:00:00,116806.96,117255.25,116704.74,117184.14,0,0
2025-10-01 14:15:00,117184.13,117441.26,117050.19,117136.81,0,0
2025-10-01 14:30:00,117136.81,117419.69,117057.00,117314.00,0,0
2025-10-01 14:45:00,117314.00,117324.30,117058.31,117292.74,0,0
2025-10-01 15:00:00,117292.73,117340.56,117091.84,117241.85,0,0
2025-10-01 15:15:00,117241.85,117649.99,117188.61,117499.63,0,0
2025-10-01 15:30:00,117499.62,117534.87,117300.00,117492.18,0,0
2025-10-01 15:45:00,117492.17,117545.88,117308.31,117423.73,0,0
2025-10-01 16:00:00,117423.73,117773.00,117319.04,117773.00,0,0
2025-10-01 16:15:00,117773.00,117869.74,117693.00,117861.69,0,0
2025-10-01 16:30:00,117861.68,118199.00,117743.68,117864.87,0,0
2025-10-01 16:45:00,117864.88,117971.29,117535.79,117535.79,0,0
2025-10-01 17:00:00,117535.79,117681.27,117274.15,117299.68,0,0
2025-10-01 17:15:00,117299.68,117557.00,117262.43,117381.66,0,0
2025-10-01 17:30:00,117381.65,117490.89,117141.34,117148.77,0,0
2025-10-01 17:45:00,117148.78,117169.63,116724.56,116768.07,0,0
2025-10-01 18:00:00,116768.08,117076.37,116768.07,117056.32,0,0
2025-10-01 18:15:00,117056.31,117056.32,116871.04,117027.10,0,0
2025-10-01 18:30:00,117027.09,117189.85,117027.09,117074.76,0,0
2025-10-01 18:45:00,117074.76,117339.09,117074.75,117234.01,0,0
2025-10-01 19:00:00,117234.01,117423.91,117214.80,117397.76,0,0
2025-10-01 19:15:00,117397.77,117495.27,117397.76,117470.87,0,0
2025-10-01 19:30:00,117470.87,117623.59,117332.16,117536.90,0,0
2025-10-01 19:45:00,117536.89,117606.73,117306.59,117439.53,0,0
2025-10-01 20:00:00,117439.53,117441.00,117163.25,117210.79,0,0
2025-10-01 20:15:00,117210.80,117399.58,117210.79,117393.72,0,0
2025-10-01 20:30:00,117393.71,117393.72,117319.04,117376.75,0,0
2025-10-01 20:45:00,117376.76,117542.24,117306.52,117536.12,0,0
2025-10-01 21:00:00,117536.13,117579.43,117472.56,117579.43,0,0
2025-10-01 21:15:00,117579.43,117579.43,117423.90,117490.00,0,0
2025-10-01 21:30:00,117490.00,117490.00,117339.54,117366.05,0,0
2025-10-01 21:45:00,117366.05,117554.96,117366.04,117554.96,0,0
2025-10-01 22:00:00,117554.95,118080.00,117554.95,117835.00,0,0
2025-10-01 22:15:00,117835.01,117899.90,117752.14,117800.01,0,0
2025-10-01 22:30:00,117800.01,117800.01,117640.72,117652.42,0,0
2025-10-01 22:45:00,117652.43,117875.95,117652.42,117745.39,0,0
2025-10-01 23:00:00,117745.39,117946.48,117686.28,117946.47,0,0
2025-10-01 23:15:00,117946.48,118485.00,117946.47,118352.59,0,0
2025-10-01 23:30:00,118352.58,118369.59,118068.29,118310.49,0,0
2025-10-01 23:45:00,118310.50,118649.10,118275.46,118594.99,0,0
2025-10-02 00:00:00,118594.99,119456.92,118594.98,119153.80,0,0
2025-10-02 00:15:00,119153.79,119187.60,118859.64,118936.68,0,0
2025-10-02 00:30:00,118936.68,118936.68,118492.38,118592.33,0,0
2025-10-02 00:45:00,118592.32,118682.15,118397.32,118428.46,0,0
2025-10-02 01:00:00,118428.46,118700.00,118368.05,118695.00,0,0
2025-10-02 01:15:00,118694.99,118700.00,118436.01,118485.00,0,0
2025-10-02 01:30:00,118485.00,118720.00,118484.99,118719.99,0,0
2025-10-02 01:45:00,118720.00,118894.12,118608.04,118617.37,0,0
2025-10-02 02:00:00,118617.37,118725.23,118510.57,118701.50,0,0
2025-10-02 02:15:00,118701.50,118784.87,118500.00,118531.85,0,0
2025-10-02 02:30:00,118531.85,118771.50,118483.39,118672.32,0,0
2025-10-02 02:45:00,118672.32,118773.00,118656.87,118753.73,0,0
2025-10-02 03:00:00,118753.73,119003.00,118721.94,118867.21,0,0
2025-10-02 03:15:00,118867.22,119058.82,118796.30,118937.32,0,0
2025-10-02 03:30:00,118937.32,119024.12,118813.00,118968.99,0,0
2025-10-02 03:45:00,118968.99,118969.00,118688.61,118733.99,0,0
2025-10-02 04:00:00,118733.99,118930.29,118669.11,118891.36,0,0
2025-10-02 04:15:00,118891.36,118891.37,118566.00,118568.18,0,0
2025-10-02 04:30:00,118568.18,118606.90,118432.64,118592.31,0,0
2025-10-02 04:45:00,118592.30,118678.81,118489.76,118662.04,0,0
2025-10-02 05:00:00,118662.04,118677.32,118505.30,118530.30,0,0
2025-10-02 05:15:00,118530.29,118650.00,118402.97,118643.92,0,0
2025-10-02 05:30:00,118643.93,118643.93,118370.00,118473.15,0,0
2025-10-02 05:45:00,118473.16,118481.43,118279.31,118377.34,0,0
2025-10-02 06:00:00,118377.34,118514.42,118295.87,118415.00,0,0
2025-10-02 06:15:00,118415.00,118530.36,118410.00,118460.64,0,0
2025-10-02 06:30:00,118460.64,118672.34,118432.83,118640.99,0,0
2025-10-02 06:45:00,118641.00,118660.19,118523.01,118649.06,0,0
2025-10-02 07:00:00,118649.07,118678.98,118550.00,118659.16,0,0
2025-10-02 07:15:00,118659.16,118659.17,118493.32,118521.61,0,0
2025-10-02 07:30:00,118521.62,118521.62,118429.94,118462.28,0,0
2025-10-02 07:45:00,118462.27,118521.62,118424.00,118489.76,0,0
2025-10-02 08:00:00,118489.76,118567.56,118357.40,118357.41,0,0
2025-10-02 08:15:00,118357.40,118644.55,118354.61,118628.90,0,0
2025-10-02 08:30:00,118628.90,118658.13,118568.28,118627.86,0,0
2025-10-02 08:45:00,118627.85,118680.00,118613.10,118668.89,0,0
2025-10-02 09:00:00,118668.89,118668.89,118567.00,118606.00,0,0
2025-10-02 09:15:00,118606.01,118681.00,118597.00,118681.00,0,0
2025-10-02 09:30:00,118681.00,118746.00,118600.00,118726.60,0,0
2025-10-02 09:45:00,118726.59,118850.00,118700.21,118849.99,0,0
2025-10-02 10:00:00,118849.99,118926.49,118689.96,118747.06,0,0
2025-10-02 10:15:00,118747.05,118785.00,118619.00,118622.34,0,0
2025-10-02 10:30:00,118622.34,118770.95,118622.34,118750.00,0,0
2025-10-02 10:45:00,118749.99,118752.00,118567.85,118619.56,0,0
2025-10-02 11:00:00,118619.55,118667.00,118537.10,118577.00,0,0
2025-10-02 11:15:00,118577.00,118700.00,118553.39,118689.97,0,0
2025-10-02 11:30:00,118689.97,118760.66,118670.00,118755.97,0,0
2025-10-02 11:45:00,118755.96,118900.01,118710.18,118765.73,0,0
2025-10-02 12:00:00,118765.72,118892.84,118742.91,118862.91,0,0
2025-10-02 12:15:00,118862.91,119147.00,118862.91,119080.53,0,0
2025-10-02 12:30:00,119080.53,119350.00,119001.56,119211.11,0,0
2025-10-02 12:45:00,119211.10,119402.43,119166.00,119402.42,0,0
2025-10-02 13:00:00,119402.43,119408.00,119113.00,119113.00,0,0
2025-10-02 13:15:00,119113.00,119290.54,118933.25,119165.05,0,0
2025-10-02 13:30:00,119165.04,119550.00,119098.10,119542.14,0,0
2025-10-02 13:45:00,119542.14,119761.36,119480.53,119621.20,0,0
2025-10-02 14:00:00,119621.19,119658.04,119275.07,119446.99,0,0
2025-10-02 14:15:00,119446.99,119716.00,119412.14,119699.99,0,0
2025-10-02 14:30:00,119699.99,119788.00,118970.00,118999.99,0,0
2025-10-02 14:45:00,118999.99,119097.40,118642.20,118814.09,0,0
2025-10-02 15:00:00,118814.09,119250.00,118516.39,119167.37,0,0
2025-10-02 15:15:00,119167.37,119590.00,119020.89,119428.12,0,0
2025-10-02 15:30:00,119428.13,119630.24,119196.29,119626.17,0,0
2025-10-02 15:45:00,119626.17,119910.79,119563.47,119910.78,0,0
2025-10-02 16:00:00,119910.78,120300.00,119689.00,120133.43,0,0
2025-10-02 16:15:00,120133.44,120222.00,119927.99,119995.31,0,0
2025-10-02 16:30:00,119995.30,120093.95,119714.45,119779.45,0,0
2025-10-02 16:45:00,119779.44,119900.00,119607.82,119731.40,0,0
2025-10-02 17:00:00,119731.40,119801.00,119550.40,119801.00,0,0
2025-10-02 17:15:00,119801.00,119801.00,119359.63,119425.49,0,0
2025-10-02 17:30:00,119425.50,119639.19,119385.06,119579.37,0,0
2025-10-02 17:45:00,119579.38,119956.84,119550.59,119917.52,0,0
2025-10-02 18:00:00,119917.52,120221.99,119907.01,120128.39,0,0
2025-10-02 18:15:00,120128.39,120222.23,119960.59,120146.51,0,0
2025-10-02 18:30:00,120146.51,120181.47,119968.65,120068.00,0,0
2025-10-02 18:45:00,120068.00,120663.96,120067.99,120506.61,0,0
2025-10-02 19:00:00,120506.60,121022.07,120439.97,121008.69,0,0
2025-10-02 19:15:00,121008.68,121017.82,120680.34,120732.40,0,0
2025-10-02 19:30:00,120732.39,120955.27,120699.76,120705.39,0,0
2025-10-02 19:45:00,120705.38,120888.59,120561.84,120836.49,0,0
2025-10-02 20:00:00,120836.49,120914.00,120680.34,120680.35,0,0
2025-10-02 20:15:00,120680.35,120755.94,120472.11,120552.00,0,0
2025-10-02 20:30:00,120552.01,120570.27,120306.02,120486.83,0,0
2025-10-02 20:45:00,120486.83,120685.51,120418.31,120652.01,0,0
2025-10-02 21:00:00,120652.01,120738.69,120546.32,120738.68,0,0
2025-10-02 21:15:00,120738.68,120774.97,120446.20,120459.39,0,0
2025-10-02 21:30:00,120459.39,120459.40,120209.06,120253.57,0,0
2025-10-02 21:45:00,120253.57,120368.00,120141.72,120150.10,0,0
2025-10-02 22:00:00,120150.10,120412.00,120103.63,120411.99,0,0
2025-10-02 22:15:00,120411.99,120412.24,120219.42,120333.95,0,0
2025-10-02 22:30:00,120333.95,120398.00,120127.11,120172.51,0,0
2025-10-02 22:45:00,120172.51,120257.50,120072.46,120257.49,0,0
2025-10-02 23:00:00,120257.49,120489.43,120251.81,120489.42,0,0
2025-10-02 23:15:00,120489.43,120680.35,120368.60,120560.67,0,0
2025-10-02 23:30:00,120560.66,120622.59,120300.00,120350.39,0,0
2025-10-02 23:45:00,120350.39,120615.20,120277.08,120529.35,0,0
2025-10-03 00:00:00,120529.35,120550.90,120106.49,120156.53,0,0
2025-10-03 00:15:00,120156.53,120297.91,120079.00,120279.46,0,0
2025-10-03 00:30:00,120279.46,120279.47,120163.49,120206.18,0,0
2025-10-03 00:45:00,120206.19,120278.65,120093.27,120132.80,0,0
2025-10-03 01:00:00,120132.80,120293.68,120078.75,120225.26,0,0
2025-10-03 01:15:00,120225.26,120283.91,120005.55,120119.23,0,0
2025-10-03 01:30:00,120119.23,120163.50,120023.35,120100.10,0,0
2025-10-03 01:45:00,120100.09,120100.10,119820.00,119875.72,0,0
2025-10-03 02:00:00,119875.72,120132.52,119866.18,120132.51,0,0
2025-10-03 02:15:00,120132.52,120170.00,119974.89,119985.80,0,0
2025-10-03 02:30:00,119985.79,120100.00,119928.01,120076.50,0,0
2025-10-03 02:45:00,120076.50,120269.11,120038.07,120157.82,0,0
2025-10-03 03:00:00,120157.82,120472.12,120157.82,120289.45,0,0
2025-10-03 03:15:00,120289.45,120407.30,120184.53,120184.53,0,0
2025-10-03 03:30:00,120184.54,120407.54,120173.77,120343.42,0,0
2025-10-03 03:45:00,120343.41,120343.42,120206.00,120225.89,0,0
2025-10-03 04:00:00,120225.88,120324.53,120182.95,120259.99,0,0
2025-10-03 04:15:00,120260.00,120300.00,120174.29,120200.00,0,0
2025-10-03 04:30:00,120200.01,120200.01,120000.40,120027.23,0,0
2025-10-03 04:45:00,120027.24,120165.00,120027.23,120039.98,0,0
2025-10-03 05:00:00,120039.98,120065.41,119946.64,120022.00,0,0
2025-10-03 05:15:00,120021.99,120049.63,119972.67,120018.96,0,0
2025-10-03 05:30:00,120018.96,120019.20,119839.94,119849.71,0,0
2025-10-03 05:45:00,119849.71,119935.10,119746.81,119920.40,0,0
2025-10-03 06:00:00,119920.41,120075.62,119786.62,120045.13,0,0
2025-10-03 06:15:00,120045.13,120055.91,119970.81,119979.80,0,0
2025-10-03 06:30:00,119979.81,120026.00,119915.77,119927.34,0,0
2025-10-03 06:45:00,119927.34,119927.35,119765.99,119916.93,0,0
2025-10-03 07:00:00,119916.94,120011.05,119795.00,119871.91,0,0
2025-10-03 07:15:00,119871.92,119891.65,119775.78,119775.78,0,0
2025-10-03 07:30:00,119775.78,119817.94,119610.59,119641.31,0,0
2025-10-03 07:45:00,119641.30,119748.60,119630.41,119640.21,0,0
2025-10-03 08:00:00,119640.22,119732.07,119464.16,119498.74,0,0
2025-10-03 08:15:00,119498.75,119648.60,119248.30,119648.59,0,0
2025-10-03 08:30:00,119648.60,119910.14,119648.60,119859.16,0,0
2025-10-03 08:45:00,119859.16,120072.59,119843.55,120038.60,0,0
2025-10-03 09:00:00,120038.60,120199.90,120036.21,120069.43,0,0
2025-10-03 09:15:00,120069.43,120365.35,120008.60,120291.26,0,0
2025-10-03 09:30:00,120291.26,120334.30,120163.47,120192.88,0,0
2025-10-03 09:45:00,120192.88,120331.72,120192.87,120300.00,0,0
2025-10-03 10:00:00,120300.01,120361.65,120271.18,120338.44,0,0
2025-10-03 10:15:00,120338.44,120515.89,120338.43,120468.26,0,0
2025-10-03 10:30:00,120468.27,120510.47,120350.84,120492.38,0,0
2025-10-03 10:45:00,120492.37,120497.62,120400.00,120425.95,0,0
2025-10-03 11:00:00,120425.95,120471.00,120282.65,120289.00,0,0
2025-10-03 11:15:00,120289.00,120362.57,120130.76,120270.01,0,0
2025-10-03 11:30:00,120270.01,120349.61,120190.42,120349.60,0,0
2025-10-03 11:45:00,120349.60,120466.66,120327.77,120334.50,0,0
2025-10-03 12:00:00,120334.51,120400.00,120269.10,120366.11,0,0
2025-10-03 12:15:00,120366.11,120399.83,120215.04,120215.04,0,0
2025-10-03 12:30:00,120215.00,120326.00,120102.18,120287.18,0,0
2025-10-03 12:45:00,120287.18,120384.65,120240.44,120358.07,0,0
2025-10-03 13:00:00,120358.07,120358.08,120138.89,120269.11,0,0
2025-10-03 13:15:00,120269.10,120545.00,120225.20,120529.70,0,0
2025-10-03 13:30:00,120529.69,120691.44,120113.00,120280.19,0,0
2025-10-03 13:45:00,120280.18,120547.00,120251.92,120374.73,0,0
2025-10-03 14:00:00,120374.72,120394.58,120115.75,120160.73,0,0
2025-10-03 14:15:00,120160.73,120472.12,119881.24,120448.88,0,0
2025-10-03 14:30:00,120448.88,120774.71,120303.23,120645.41,0,0
2025-10-03 14:45:00,120645.40,120975.00,120645.40,120917.85,0,0
2025-10-03 15:00:00,120917.10,120917.10,120641.27,120850.00,0,0
2025-10-03 15:15:00,120849.99,121472.46,120849.99,121293.73,0,0
2025-10-03 15:30:00,121293.72,121794.00,121285.81,121700.00,0,0
2025-10-03 15:45:00,121700.00,122366.00,121637.83,122258.05,0,0
2025-10-03 16:00:00,122258.04,123298.00,122258.04,123123.23,0,0
2025-10-03 16:15:00,123123.23,123830.94,122941.08,123659.82,0,0
2025-10-03 16:30:00,123659.83,123894.99,123531.95,123778.33,0,0
2025-10-03 16:45:00,123778.33,123824.20,122508.63,122553.30,0,0
2025-10-03 17:00:00,122553.30,123113.97,121661.44,122981.09,0,0
2025-10-03 17:15:00,122981.09,122981.10,122231.84,122509.01,0,0
2025-10-03 17:30:00,122509.00,122979.00,122331.99,122581.99,0,0
2025-10-03 17:45:00,122582.00,122601.00,121603.42,122073.25,0,0
2025-10-03 18:00:00,122073.26,122155.78,121466.25,122029.93,0,0
2025-10-03 18:15:00,122029.94,122592.57,121998.21,122474.40,0,0
2025-10-03 18:30:00,122474.40,122732.12,122203.45,122642.58,0,0
2025-10-03 18:45:00,122642.57,122720.00,122325.59,122538.46,0,0
2025-10-03 19:00:00,122538.46,122616.96,122355.08,122451.04,0,0
2025-10-03 19:15:00,122451.05,122819.12,122451.05,122787.66,0,0
2025-10-03 19:30:00,122787.66,122961.63,122671.19,122762.99,0,0
2025-10-03 19:45:00,122763.00,122786.00,122572.78,122660.99,0,0
2025-10-03 20:00:00,122661.00,122695.60,122037.43,122097.21,0,0
2025-10-03 20:15:00,122097.22,122307.18,122097.21,122149.99,0,0
2025-10-03 20:30:00,122150.00,122673.40,122150.00,122673.40,0,0
2025-10-03 20:45:00,122673.40,122734.92,122439.85,122447.94,0,0
2025-10-03 21:00:00,122447.94,122452.10,122367.97,122451.81,0,0
2025-10-03 21:15:00,122451.82,122451.82,122276.50,122291.65,0,0
2025-10-03 21:30:00,122291.65,122357.02,122063.68,122158.03,0,0
2025-10-03 21:45:00,122158.02,122403.85,121999.33,122306.57,0,0
2025-10-03 22:00:00,122306.57,122454.69,122306.56,122454.68,0,0
2025-10-03 22:15:00,122454.69,122534.23,122431.25,122481.13,0,0
2025-10-03 22:30:00,122481.14,122665.00,122481.13,122583.99,0,0
2025-10-03 22:45:00,122584.00,122598.00,122447.83,122477.00,0,0
2025-10-03 23:00:00,122477.00,122477.00,122283.01,122295.85,0,0
2025-10-03 23:15:00,122295.85,122358.43,122277.05,122277.05,0,0
2025-10-03 23:30:00,122277.05,122332.68,122196.69,122300.98,0,0
2025-10-03 23:45:00,122300.99,122315.37,122180.79,122232.00,0,0
2025-10-04 00:00:00,122232.21,122260.00,122060.18,122180.21,0,0
2025-10-04 00:15:00,122180.22,122295.56,122168.45,122168.46,0,0
2025-10-04 00:30:00,122168.45,122181.74,121982.23,122055.15,0,0
2025-10-04 00:45:00,122055.15,122100.00,121993.25,122100.00,0,0
2025-10-04 01:00:00,122100.00,122103.24,122020.00,122089.99,0,0
2025-10-04 01:15:00,122090.00,122095.00,121950.00,121950.01,0,0
2025-10-04 01:30:00,121950.00,122029.16,121859.89,121883.95,0,0
2025-10-04 01:45:00,121883.96,121901.67,121698.80,121865.21,0,0
2025-10-04 02:00:00,121865.22,122030.00,121800.85,121871.69,0,0
2025-10-04 02:15:00,121871.69,121888.00,121685.71,121805.05,0,0
2025-10-04 02:30:00,121805.05,121841.10,121684.97,121752.62,0,0
2025-10-04 02:45:00,121752.62,121950.09,121724.00,121854.53,0,0
2025-10-04 03:00:00,121854.53,121896.67,121829.54,121888.00,0,0
2025-10-04 03:15:00,121888.00,122066.53,121887.99,122051.16,0,0
2025-10-04 03:30:00,122051.16,122098.69,122038.26,122093.76,0,0
2025-10-04 03:45:00,122093.77,122325.60,122038.28,122243.99,0,0
2025-10-04 04:00:00,122243.99,122313.13,122235.38,122281.78,0,0
2025-10-04 04:15:00,122281.78,122377.75,122219.30,122342.56,0,0
2025-10-04 04:30:00,122342.55,122500.00,122296.00,122481.77,0,0
2025-10-04 04:45:00,122481.77,122522.00,122454.54,122495.00,0,0
2025-10-04 05:00:00,122495.01,122671.00,122442.72,122657.03,0,0
2025-10-04 05:15:00,122657.04,122800.00,122620.00,122687.13,0,0
2025-10-04 05:30:00,122687.13,122718.08,122461.00,122472.63,0,0
2025-10-04 05:45:00,122472.63,122599.45,122405.64,122522.70,0,0
2025-10-04 06:00:00,122522.70,122560.34,122373.90,122407.01,0,0
2025-10-04 06:15:00,122407.01,122606.86,122407.00,122507.45,0,0
2025-10-04 06:30:00,122507.45,122561.89,122488.50,122505.22,0,0
2025-10-04 06:45:00,122505.22,122519.50,122430.26,122430.27,0,0
2025-10-04 07:00:00,122430.27,122455.00,122348.60,122430.00,0,0
2025-10-04 07:15:00,122430.01,122430.01,122317.00,122376.21,0,0
2025-10-04 07:30:00,122376.22,122393.02,122280.11,122311.99,0,0
2025-10-04 07:45:00,122312.00,122342.87,122259.98,122324.08,0,0
2025-10-04 08:00:00,122324.08,122539.83,122296.75,122460.47,0,0
2025-10-04 08:15:00,122460.48,122499.97,122362.83,122432.81,0,0
2025-10-04 08:30:00,122432.82,122432.82,122218.92,122234.49,0,0
2025-10-04 08:45:00,122234.49,122321.82,122197.63,122267.57,0,0
2025-10-04 09:00:00,122267.58,122414.16,122267.57,122414.15,0,0
2025-10-04 09:15:00,122414.15,122457.17,122360.89,122368.69,0,0
2025-10-04 09:30:00,122368.69,122368.70,122308.54,122327.81,0,0
2025-10-04 09:45:00,122327.81,122327.82,122186.03,122208.78,0,0
2025-10-04 10:00:00,122208.79,122273.32,122196.94,122229.00,0,0
2025-10-04 10:15:00,122228.99,122318.90,122218.00,122292.43,0,0
2025-10-04 10:30:00,122292.43,122331.01,122200.00,122231.40,0,0
2025-10-04 10:45:00,122231.41,122237.00,122099.69,122129.53,0,0
2025-10-04 11:00:00,122129.53,122215.97,122000.00,122032.28,0,0
2025-10-04 11:15:00,122032.29,122129.00,121962.81,122094.75,0,0
2025-10-04 11:30:00,122094.76,122134.53,122028.39,122059.62,0,0
2025-10-04 11:45:00,122059.62,122070.24,121973.25,121973.26,0,0
2025-10-04 12:00:00,121973.26,122100.00,121973.25,122100.00,0,0
2025-10-04 12:15:00,122100.00,122103.00,122030.26,122077.33,0,0
2025-10-04 12:30:00,122077.33,122079.65,122006.68,122041.70,0,0
2025-10-04 12:45:00,122041.71,122041.71,121945.00,122005.62,0,0
2025-10-04 13:00:00,122005.62,122509.52,122005.62,122391.51,0,0
2025-10-04 13:15:00,122391.51,122450.00,122292.43,122314.51,0,0
2025-10-04 13:30:00,122314.51,122450.00,122314.50,122405.19,0,0
2025-10-04 13:45:00,122405.19,122447.49,122365.76,122385.42,0,0
2025-10-04 14:00:00,122385.42,122425.18,122300.00,122425.17,0,0
2025-10-04 14:15:00,122425.17,122459.98,122292.43,122313.55,0,0
2025-10-04 14:30:00,122313.56,122313.56,122244.10,122245.17,0,0
2025-10-04 14:45:00,122245.17,122245.17,122000.00,122000.01,0,0
2025-10-04 15:00:00,122000.01,122144.28,121875.14,121902.71,0,0
2025-10-04 15:15:00,121902.70,121973.26,121698.88,121733.94,0,0
2025-10-04 15:30:00,121733.94,121905.67,121711.00,121894.35,0,0
2025-10-04 15:45:00,121894.35,122012.09,121731.29,121791.31,0,0
2025-10-04 16:00:00,121791.31,121964.95,121620.21,121690.56,0,0
2025-10-04 16:15:00,121690.56,121741.98,121595.67,121710.79,0,0
2025-10-04 16:30:00,121710.78,121900.00,121710.78,121833.00,0,0
